INV,C_TYPE,C_PLANT,C_MARK,C_BODY,C_GROUP,N_CHASS,N_ENG,N_BODY,YEA_,N_PASS,D_PASS,SIGN,SIGN1,SIGN2,D_SIGN,D_EXPL,C_CLASS,C_COLOR,C_DUTY,C_OWNER,COST,SUBD,SUBC,YEAR_A,C_SOUR,N_SOUR,D_SOUR,C_STOR,N_STOR,D_STOR,N_ALOC,D_ALOC,D_TRANS,D_DEL,NORM_R,NORM_P,NORM_O,C_SFIN,C_BUY
2.9100000000000000e+02,"A(","C(","N0","D(","E)","3368648","8419770",,1980,"ВО 377085",,"0968рдб",,,,"07/02/80 00:00:00","F)",,,"(23",,,,,"I<",,,,"3/12-4694","01/01/80 00:00:00","2","01/05/80 00:00:00","10/13/87 00:00:00","08/26/89 00:00:00",2.0800000000000000e+03,8.5000000000000000e+00,,,
2.9200000000000000e+02,"A6","C3","P)","D3","E.",,"17212","192894",1989,"ВТ 312584",,"0534ром",,,,"03/20/89 00:00:00",,,"H3","(23",,,,,"I*","15/4-211","01/25/89 00:00:00","J2","пр.сдат.акту","01/01/89 00:00:00","2","01/05/89 00:00:00","03/20/89 00:00:00",,2.9000000000000000e+03,1.6000000000000000e+01,,,
2.9300000000000000e+02,"A(","C*","OP","D-","E(","213059","90408313",,1989,,,"1562рдб",,,,"03/14/90 00:00:00","F*",,"H*","(23",,,,,"I(","247","09/28/89 00:00:00","J=",,"01/01/89 00:00:00","2","01/05/90 00:00:00","03/14/90 00:00:00",,4.1600000000000000e+03,1.8500000000000000e+01,,,
2.9400000000000000e+02,"A.","C1","SС",,"EF","329668","774116",,1988,"ВУ 721135",,"0817рох",,,,"04/18/88 00:00:00",,,"H,","(23",,,,,"I*","15/4-5761","12/24/87 00:00:00","J2","28274667","02/28/88 00:00:00","2","01/05/88 00:00:00","04/18/88 00:00:00",,1.2500000000000000e+03,8.4000000000000004e+00,,,
2.9500000000000000e+02,"A.","C1","SС",,"EF","12944","777570",,1988,"ВУ 721090",,"0595роц",,,,"03/16/88 00:00:00",,,"H,","(23",,,,,"I*","15/4-5761","12/24/88 00:00:00","J2","28274576","02/23/88 00:00:00","2","01/05/88 00:00:00","03/16/88 00:00:00",,1.2500000000000000e+03,8.4000000000000004e+00,,,
2.9600000000000000e+02,"A.","C1","SП",,"EF","093822","509731",,1985,"ВУ 172397",,"0216рон",,,,"11/28/85 00:00:00",,,"H,","(23",,,,,"I+","10/3-1550","07/10/85 00:00:00","J2","28277391","01/01/85 00:00:00","2","01/05/85 00:00:00","11/28/85 00:00:00","04/01/93 00:00:00",1.2500000000000000e+03,7.5000000000000000e+00,,,
2.9700000000000000e+02,"A.","C2","SН",,"EF","442415","463063",,1981,"ВП 543460",,"0085рду",,,,"01/05/82 00:00:00",,,"H,","(23",,,,,"I*","15/4-450","01/28/81 00:00:00","J2","79759200","12/28/81 00:00:00","2","02/25/81 00:00:00","01/05/82 00:00:00",,1.2500000000000000e+03,7.5000000000000000e+00,,,
2.9800000000000000e+02,"A6","C*","P(","D0","E(","046230","40403963",,1987,"ВУ 974287",,"1367рдб",,,,"03/15/88 00:00:00",,,"H*","(m",,,,,"I*","15/4-419","02/02/87 00:00:00","J-","1042","11/17/87 00:00:00","2","01/05/87 00:00:00","08/13/92 00:00:00","11/26/92 00:00:00",4.1600000000000000e+03,1.9000000000000000e+01,,,
2.9900000000000000e+02,"A(","C,","N+","D(","E)","0907676","5722798",,1987,"ВУ 721996",,"0954ром",,,,"02/22/88 00:00:00","F)",,,"(2/",,,,,"I*","15/4-419","02/02/87 00:00:00","J/","3/4776","10/21/87 00:00:00","2","01/05/88 00:00:00","02/22/88 00:00:00",,2.0800000000000000e+03,1.0000000000000000e+01,,,
3.0000000000000000e+02,"A(","C(","N3","D(","E)",,"6382388","1253989",1982,"ВО 767394",,"1424рдб",,,"05/06/86 00:00:00","03/30/82 00:00:00","F)",,,"(2/",,,,,"I,",,,"J/","3/792","03/24/82 00:00:00","2","03/02/82 00:00:00","03/12/84 00:00:00","12/19/91 00:00:00",2.0800000000000000e+03,8.5000000000000000e+00,,,
3.0100000000000000e+02,"A6","C)","P^","D3","E.","725676","126032","181",1984,,,"0146РОМ",,,,"08/11/85 00:00:00",,"G+","H3","(2/",,,,,"I+","10/3-462","02/15/85 00:00:00","J-","932","08/05/85 00:00:00","2","01/05/85 00:00:00","08/11/85 00:00:00",,2.9000000000000000e+03,2.5000000000000000e+01,,,
3.0200000000000000e+02,"A(","C(","N8","D(","E)",,"1123509","2344650",1990,"ВШ 234427",,"0515рдб",,,,"06/06/90 00:00:00",,,,"(2/",,,,,"I(","247","09/28/89 00:00:00","J=",,"01/01/90 00:00:00",,"01/05/90 00:00:00","06/06/90 00:00:00",,2.0800000000000000e+03,9.0000000000000000e+00,,,
3.0300000000000000e+02,"A.","C1","SП",,"EF","б/н","32463",,1987,"ВУ 721092",,"0383рох",,,,"03/25/88 00:00:00",,,"H,","(2/",,,,,"I*","15/4-419","02/02/87 00:00:00","J2","28282224","11/27/87 00:00:00","2","01/05/88 00:00:00","03/25/88 00:00:00",,1.2500000000000000e+03,7.5000000000000000e+00,,,
3.0400000000000000e+02,"A.","C2","SТ",,"EF","б/н","445957",,1987,"ВУ 721026",,"0217рон",,,,"01/25/88 00:00:00",,,"H,","(2/",,,,,"I*","15/4-419","02/02/87 00:00:00","J2","79750920","10/24/87 00:00:00","2","01/05/88 00:00:00","01/25/88 00:00:00","03/02/93 00:00:00",1.2500000000000000e+03,7.5000000000000000e+00,,,
3.0500000000000000e+02,"A.","C1","SП",,"EF","086320","502032",,1985,"ВТ 882929",,"0484роо",,,,"11/01/85 00:00:00",,,"H,","(2/",,,,,"I+","10/3-462","02/15/85 00:00:00","J2","28276716","01/01/85 00:00:00","2","01/05/85 00:00:00","11/01/85 00:00:00",,1.2500000000000000e+03,7.5000000000000000e+00,,,
3.0600000000000000e+02,"A.","C1","SП",,"EF","086292","501262",,1985,"ВТ 882931",,"0096рду",,,,"11/01/85 00:00:00",,,"H,","(2/",,,,,"I+","10/3-462","02/15/85 00:00:00","J2","28276716","01/01/85 00:00:00","2","01/05/85 00:00:00","11/01/85 00:00:00",,1.2500000000000000e+03,7.5000000000000000e+00,,,
3.0700000000000000e+02,"A.","C1","SЛ",,"EF","б/н","23105",,1980,"ВЛ 299459",,"0051рду",,,,"02/07/80 00:00:00",,,"H,","(2/",,,,,"I*","15/4-6500","12/27/79 00:00:00","J2","998655","01/27/80 00:00:00","3","03/04/80 00:00:00","02/07/80 00:00:00",,1.2500000000000000e+03,7.5000000000000000e+00,,,
3.0800000000000000e+02,"A(","C(","N9","D(","E)",,"0984991","0500781",1989,"ВШ 227760",,"0904рдб",,,,"11/16/89 00:00:00",,,,"(2(",,,,,"I(",,,,"238136","11/14/89 00:00:00","2","01/05/89 00:00:00","11/16/89 00:00:00",,2.0800000000000000e+03,1.0000000000000000e+01,,,
3.0900000000000000e+02,"A(","C(","N/","D(","E)",,"9741542","4889474",1987,"ВУ 173994",,"1727рдб",,,,"08/14/87 00:00:00","F*",,,"(2(",,,,,"I*","15/4-419","02/02/87 00:00:00",,"3/11217","06/26/87 00:00:00","2","01/05/87 00:00:00","08/14/87 00:00:00","09/24/92 00:00:00",2.0800000000000000e+03,1.0000000000000000e+01,,,
3.1000000000000000e+02,"A6","C-","QW","D0","E6",,"70924","150372",1987,"ВУ 173667",,"1213рдб",,,"05/16/89 00:00:00","06/24/87 00:00:00","F)",,,"(2(",,,,,"I*","15/4-419","02/02/87 00:00:00","J2","17485","06/24/87 00:00:00","2","01/05/87 00:00:00","06/24/87 00:00:00",,2.0800000000000000e+03,1.6500000000000000e+01,,,
3.1100000000000000e+02,"A(","C(","N7","D(","E)",,"0404322","1087542",1983,"ВТ 574398",,"0805ром",,,"04/05/90 00:00:00","08/05/85 00:00:00",,,,"(2(",,,,,"I+","10/3-462","02/15/85 00:00:00","J0","3/1056","07/15/85 00:00:00","2","01/05/85 00:00:00","06/01/89 00:00:00","03/29/91 00:00:00",2.0800000000000000e+03,1.0000000000000000e+01,,,
3.1200000000000000e+02,"A(","C(","N/","D(","E)","3994531","7720144","4046275",1982,"ВП 369238",,"1151рдб",,,"07/28/86 00:00:00","04/26/82 00:00:00",,,,"(2(",,,,,"I*","15/4-220","01/14/82 00:00:00","J/","3/1131","04/26/82 00:00:00","2","03/02/82 00:00:00","04/26/82 00:00:00","05/14/93 00:00:00",2.0800000000000000e+03,8.5000000000000000e+00,,,
3.1300000000000000e+02,"A6","C+","Pl","D3","EJ","1146702","941444",,1975,"ВИ 478925",,"0318ром",,,,"11/03/75 00:00:00",,,,"(2(",,,,,"I*","15/4-1860","04/01/75 00:00:00","J2","831426","01/01/75 00:00:00","7","01/05/75 00:00:00","11/03/75 00:00:00","06/08/92 00:00:00",0.0000000000000000e+00,0.0000000000000000e+00,,,
3.1400000000000000e+02,"A.","C1","SС",,"EF","394472","850618",,1988,"ВУ 716933",,"0736рот",,,,"11/09/88 00:00:00",,,"H+","(2(",,,,,"I*","15/4-5761","12/24/87 00:00:00","J2","28280526","01/01/88 00:00:00","2","01/05/88 00:00:00","11/09/88 00:00:00",,1.2500000000000000e+03,8.4000000000000004e+00,,,
3.1500000000000000e+02,"A.","C2","SТ",,"EF","198822","321102",,1987,"ВУ 721027",,"0458рос",,,,"11/30/87 00:00:00",,,"H8","(2(",,,,,"I*","15/4-419","02/02/87 00:00:00","J2","79751466","11/04/87 00:00:00","2","01/05/87 00:00:00","11/30/87 00:00:00",,1.2500000000000000e+03,7.5000000000000000e+00,,,
3.1600000000000000e+02,"A+","C*","P_","D1","E:","278608","блок нов",,1982,"ВП 544835",,"1081рди",,,"05/26/86 00:00:00","10/28/82 00:00:00",,,,"(+",,,,,,,,"J2","88706","10/26/82 00:00:00","2","01/05/82 00:00:00","10/28/82 00:00:00","12/12/91 00:00:00",2.0800000000000000e+03,1.7000000000000000e+01,,,
3.1700000000000000e+02,"A+","C)","Pb","D1","E:","1040772","33325",,1988,"ВУ 974163","03/10/88 00:00:00","0940рдп",,,"03/10/88 00:00:00","03/04/88 00:00:00",,,,"(+",,,,,"I*","15/4-5761","12/24/87 00:00:00","J/","3/4097","02/16/88 00:00:00","2","01/05/88 00:00:00","03/04/88 00:00:00","06/02/92 00:00:00",2.0800000000000000e+03,2.5000000000000000e+01,,,
3.1800000000000000e+02,"A(","C*","OO","D,","E)","515435","107319ре","7872",1983,"ВР 332935",,"0918рдп",,,"05/29/91 00:00:00","03/21/83 00:00:00","F*",,,"(*",,,,,"I+","10/3-722","03/15/83 00:00:00","J/","3/12-1893","03/15/83 00:00:00","3","01/05/83 00:00:00","03/21/83 00:00:00","06/01/91 00:00:00",2.0800000000000000e+03,1.6000000000000000e+01,,,
3.1900000000000000e+02,"A*","C-","QW","D.","E9","99289","рем б/н",,1984,"ВР 572859",,"0116ром",,,"07/07/87 00:00:00","05/03/84 00:00:00","F)",,,"(*",,,,,"I+","1/1648","03/29/84 00:00:00","J-","421","04/25/84 00:00:00","2","05/10/84 00:00:00","05/03/84 00:00:00","01/21/92 00:00:00",2.0800000000000000e+03,1.5000000000000000e+01,,,
3.2000000000000000e+02,"A+",,"Pn","D8","EW","473438","978578",,1988,"ВУ 982633",,"1087рдп",,,"08/19/91 00:00:00","05/31/88 00:00:00",,,,"(*",,,,,"I*","15/4-5761","12/24/88 00:00:00","J/","3/4-103","02/17/88 00:00:00","2","01/05/88 00:00:00","05/31/88 00:00:00",,2.0800000000000000e+03,3.1000000000000000e+01,,,
3.2100000000000000e+02,"A+","C+","Pf","D1","E:","2353354","546080",,1985,"ВТ 882377",,"1044рдп",,,"05/15/86 00:00:00","05/22/85 00:00:00",,,,"(*",,,,,,,,,,"01/01/85 00:00:00","2","01/05/85 00:00:00","05/22/85 00:00:00","07/09/92 00:00:00",2.0800000000000000e+03,3.1000000000000000e+01,,,
3.2200000000000000e+02,"A+","C)","P^","D1","E:","286559","133792 Г",,1979,"ВО 190659",,"0364ром",,,,"05/29/80 00:00:00",,,,"(*",,,,,"I*","15/4-6500","12/27/79 00:00:00","J0","3/1084","05/26/80 00:00:00","3","03/04/80 00:00:00","05/29/80 00:00:00","01/21/92 00:00:00",2.0800000000000000e+03,2.2000000000000000e+01,,,
3.2300000000000000e+02,"A+","C+","Pt","D2","E:","б/н","416478",,1974,"ВЕ 749948",,"0277ром",,,,"05/29/79 00:00:00",,,,"(*",,,,,"I*","15/4-2831","05/22/79 00:00:00","J0","приемосдат.акт","01/01/79 00:00:00","2","01/05/79 00:00:00","05/29/79 00:00:00","01/23/92 00:00:00",2.0800000000000000e+03,3.7000000000000000e+01,,,
3.2400000000000000e+02,"A*","C3","P)","D0","E:","44080","559799","18664",1976,"ВЗ 125050",,"1564рдч",,,"01/01/86 00:00:00","03/12/78 00:00:00","F(",,"H6","(*",,,,,"I*","15/4-1312","03/06/78 00:00:00","J0","по акту","01/01/78 00:00:00","3","01/05/78 00:00:00","01/01/86 00:00:00","01/21/92 00:00:00",2.0800000000000000e+03,1.5000000000000000e+01,,,
3.2500000000000000e+02,"A+","C)","Pa","D4","E:","799084","236858",,1984,"ВР 341536",,"0086роф",,,,"12/01/84 00:00:00",,,,"(*",,,,,"I+",,"03/29/84 00:00:00",,,"01/01/84 00:00:00","2","01/05/84 00:00:00","12/01/84 00:00:00","05/14/93 00:00:00",2.0800000000000000e+03,2.5000000000000000e+01,,,
3.2600000000000000e+02,"A.","C2","SН",,"EF","б/н","730419",,1983,"ВР 335475",,"0293рот",,,,"09/12/83 00:00:00",,,,"(*",,,,,"I+","10/3-722","03/15/83 00:00:00","J2","79764518","08/29/83 00:00:00","5","01/01/83 00:00:00","09/12/83 00:00:00","12/01/93 00:00:00",1.2500000000000000e+03,7.5000000000000000e+00,,,
3.2700000000000000e+02,"A.","C2","SТ",,"EF","733568","652832",,1991,"ВТ 881664","02/22/91 00:00:00","0691рда",,,"02/22/91 00:00:00","02/15/91 00:00:00",,"G)","H1","(^",,,,,,,,"J2","79760643","01/19/91 00:00:00","2","01/05/91 00:00:00","02/15/91 00:00:00",,1.2500000000000000e+03,7.5000000000000000e+00,,,
3.2800000000000000e+02,"A.","C2","SТ",,"EF","718370","635585",,1991,"ВШ 913138","03/01/91 00:00:00","1466роц",,,"03/01/91 00:00:00","02/19/91 00:00:00",,"G)",,"(-",,,,,,,,"J2","79760643","01/19/91 00:00:00","2","01/05/91 00:00:00","02/19/91 00:00:00",,1.2500000000000000e+03,7.5000000000000000e+00,,,
3.2900000000000000e+02,"A.","C2","SТ",,"EF","725564","644117",,1991,"ВЩ 564320","06/03/91 00:00:00","0490роч",,,"06/03/91 00:00:00","02/19/91 00:00:00",,"G)",,"(8",,,,,,,,"J2","79760643","01/19/91 00:00:00","2","01/05/91 00:00:00","12/11/92 00:00:00",,1.2500000000000000e+03,7.5000000000000000e+00,,,
3.3000000000000000e+02,"A.","C2","SТ",,"EF","725750","643321",,1991,"ВШ 916588","04/02/91 00:00:00","1378роц",,,"04/02/91 00:00:00","02/19/91 00:00:00",,"G)",,"(<",,,,,,,,"J2","79760643","01/19/91 00:00:00","2","01/05/91 00:00:00","02/19/91 00:00:00",,1.2500000000000000e+03,7.5000000000000000e+00,,,
3.3100000000000000e+02,"A(","C*","OQ","D,","E)","0309318","10207858","20",1991,"ВШ 919218","03/12/91 00:00:00","1161роц",,,"03/12/91 00:00:00","03/04/91 00:00:00","F*",,,"(I",,,,,,,,"J/","3/398","03/01/91 00:00:00","2","01/05/91 00:00:00","03/04/91 00:00:00",,2.0800000000000000e+03,1.6000000000000000e+01,,,
3.3200000000000000e+02,"A(","C*","OQ","D,","E)","0308348","10204011","9030",1991,"ВШ 910351","03/18/91 00:00:00","0426ром",,,"03/18/91 00:00:00",,"F*",,,"(6",,,,,,,,"J/","3/398","03/01/91 00:00:00","2","01/05/91 00:00:00","03/04/91 00:00:00",,2.0800000000000000e+03,1.6000000000000000e+01,,,
3.3300000000000000e+02,"A(","C*","OQ","D,","E)","0309202","10205798","9898",1991,"ВШ 910452","04/23/91 00:00:00","0656рдб",,,"04/23/91 00:00:00","03/04/91 00:00:00","F*",,,"(Y",,,,,,,,"J/","3/398","03/01/91 00:00:00","2","01/05/91 00:00:00","03/04/91 00:00:00",,2.0800000000000000e+03,1.6000000000000000e+01,,,
3.3400000000000000e+02,"A(","C*","OQ","D,","E)","0309325","10207799","9996",1991,"ВУ 979247","03/05/91 00:00:00","1022рдв",,,"03/05/91 00:00:00","03/04/91 00:00:00","F*",,,"(b",,,,,,,,"J/","3/398","03/01/91 00:00:00","2","01/05/91 00:00:00","03/04/91 00:00:00",,2.0800000000000000e+03,1.6000000000000000e+01,,,
3.3500000000000000e+02,"A(","C*","OQ","D,","E)","0309169","10206574","987",1991,"ВШ 915781","05/13/91 00:00:00","1323рдб",,,"05/13/91 00:00:00","03/04/91 00:00:00","F*",,,"(H",,,,,,,,"J/","3/398","03/01/91 00:00:00","2","01/05/91 00:00:00","03/04/91 00:00:00",,2.0800000000000000e+03,1.6000000000000000e+01,,,
3.3600000000000000e+02,"A(","C*","OQ","D,","E)","0309319","10207999","19",1991,"ВЩ 565044","03/15/91 00:00:00","0721рдб",,,"03/15/91 00:00:00","03/04/91 00:00:00","F*",,,"(h",,,,,,,,"J/","3/398","03/01/91 00:00:00","2","01/05/91 00:00:00","03/04/91 00:00:00",,2.0800000000000000e+03,1.6000000000000000e+01,,,
3.3700000000000000e+02,"A(","C*","OQ","D,","E)","0309100","10205434","9777",1991,"ВЩ 567426","03/07/91 00:00:00","0945ром",,,"03/07/91 00:00:00","03/04/91 00:00:00","F*",,"HW","(J",,,,,,,,"J/","3/398","03/01/91 00:00:00","2","01/05/91 00:00:00","06/15/93 00:00:00",,2.9000000000000000e+03,1.8000000000000000e+01,,,
3.3800000000000000e+02,"A(","C*","OQ","D,","E)","0309294","10205650","9992",1991,"ВШ 915721","03/15/91 00:00:00","1169рдб",,,"03/15/91 00:00:00","03/04/91 00:00:00","F*",,,"(C",,,,,,,,"J/","3/398","03/01/91 00:00:00","2","01/05/91 00:00:00","03/04/91 00:00:00",,2.0800000000000000e+03,1.6000000000000000e+01,,,
3.3900000000000000e+02,"A(","C*","OQ","D,","E)","0309309","10205899","9973",1991,"ВШ 223817","03/07/91 00:00:00","0776рда",,,"03/07/91 00:00:00","03/04/91 00:00:00","F*",,,"(F",,,,,,,,"J/","3/398","03/01/91 00:00:00","2","01/05/91 00:00:00","03/04/91 00:00:00",,2.0800000000000000e+03,1.6000000000000000e+01,,,
3.4000000000000000e+02,"A(","C*","OQ","D,","E)","0309304","10207792","9942",1991,"ВУ 458856","03/12/91 00:00:00","1227рдб",,,"03/12/91 00:00:00","03/04/91 00:00:00","F*",,"H1","(4",,,,,,,,"J/","3/398","03/01/91 00:00:00","2","01/05/91 00:00:00","03/04/91 00:00:00",,2.9000000000000000e+03,1.8000000000000000e+01,,,
3.4100000000000000e+02,"A.","C2","SТ",,"EF","734163","653362",,1991,"ВЩ 576284","08/14/91 00:00:00","0453",,,"08/14/91 00:00:00","03/19/91 00:00:00",,"G)",,"(j",,,,,,,,"J2","79760643","01/19/91 00:00:00","2","01/05/91 00:00:00","03/19/91 00:00:00",,1.2500000000000000e+03,7.5000000000000000e+00,,,
3.4200000000000000e+02,"A.","C2","SТ",,"EF","720680","637552",,1991,"ВТ 881686","03/02/91 00:00:00","1469роц",,,"03/02/91 00:00:00","03/19/91 00:00:00",,"G)",,"(\",,,,,,,,"J2","79760643","01/19/91 00:00:00","2","01/05/91 00:00:00","03/19/91 00:00:00",,1.2500000000000000e+03,7.5000000000000000e+00,,,
3.4300000000000000e+02,"A.","C2","SТ",,"EF","733760","652732",,1991,"ВШ 913131","02/15/91 00:00:00","1112роч",,,"02/15/91 00:00:00","03/19/91 00:00:00",,"G)","H\","((",,,,,,,,"J2","79760643","01/19/91 00:00:00","2","01/05/91 00:00:00","07/20/93 00:00:00",,1.2500000000000000e+03,7.5000000000000000e+00,,,
3.4400000000000000e+02,"A.","C2","SТ",,"EF","725566","643467",,1991,"ВЩ 565064","04/09/91 00:00:00","0804роц",,,"04/09/91 00:00:00","03/19/91 00:00:00",,"G)",,"(h",,,,,,,,"J2","79760643","01/19/91 00:00:00","2","01/05/91 00:00:00","03/19/91 00:00:00",,1.2500000000000000e+03,7.5000000000000000e+00,,,
3.4500000000000000e+02,"A.","C1","SП",,"EF","453323","906930",,1989,"ВУ 457541",,"0869рон",,,,"03/21/89 00:00:00",,,,"(4",,,,,"I*","15/4-2110","01/25/89 00:00:00","J2","28310808","01/31/89 00:00:00","2","01/05/89 00:00:00","03/21/89 00:00:00",,1.2500000000000000e+03,7.5000000000000000e+00,,,
3.4600000000000000e+02,"A.","C1","SП",,"EF","452859","907081",,1989,"ВУ 457545",,"1499рот",,,,"02/17/89 00:00:00",,,,"(4",,,,,"I*","15/4-2110","01/25/89 00:00:00","J2","28310807","01/31/89 00:00:00","2","01/05/89 00:00:00","02/17/89 00:00:00",,1.2500000000000000e+03,7.5000000000000000e+00,,,
3.4700000000000000e+02,"A.","C1","SП",,"EF","453303","907300",,1989,"ВУ 457542",,"1499рот",,,,"03/21/89 00:00:00",,,,"(4",,,,,"I*","15/4-2110","01/25/89 00:00:00","J2","28310808","01/31/89 00:00:00","2","01/05/89 00:00:00","03/21/89 00:00:00",,1.2500000000000000e+03,7.5000000000000000e+00,,,
3.4800000000000000e+02,"A.","C1","SП",,"EF","376480","828542",,1988,"ВУ 457348",,"0877рот",,,,"07/19/88 00:00:00",,,,"(4",,,,,"I*","15/4-5761","12/24/87 00:00:00","J2","28276536","07/04/88 00:00:00","2","01/05/88 00:00:00","07/19/88 00:00:00",,1.2500000000000000e+03,7.5000000000000000e+00,,,
3.4900000000000000e+02,"A.","C1","SП",,"EF","378123","830348",,1988,"ВУ 457346",,"0255рон",,,,"07/19/88 00:00:00",,,,"(4",,,,,"I*","15/4-5761","12/24/87 00:00:00","J2","28276536","07/04/88 00:00:00","2","01/05/88 00:00:00","07/19/88 00:00:00",,1.2500000000000000e+03,7.5000000000000000e+00,,,
3.5000000000000000e+02,"A.","C1","SП",,"EF","310276","752154",,1987,"ВТ 887978",,"0250рон",,,,"12/03/87 00:00:00",,,,"(4",,,,,"I*","15/4-419","02/02/87 00:00:00","J2","28282880","12/16/87 00:00:00","2","01/05/87 00:00:00","12/03/87 00:00:00",,1.2500000000000000e+03,7.5000000000000000e+00,,,
3.5100000000000000e+02,"A.","C1","SП",,"EF","315620","758251",,1987,"ВУ 456119",,"0246рон",,,,"01/29/88 00:00:00",,,,"(4",,,,,"I*","15/4-419","02/02/87 00:00:00","J2","28282880","12/16/87 00:00:00","2","01/05/87 00:00:00","01/29/88 00:00:00",,1.2500000000000000e+03,7.5000000000000000e+00,,,
3.5200000000000000e+02,"A.","C1","SП",,"EF","315713","757264",,1987,"ВУ 456121",,"0247рон",,,,"01/12/88 00:00:00",,,"H,","(4",,,,,"I*","15/4-419","02/02/87 00:00:00","J2","28282224","11/27/87 00:00:00","2","01/05/87 00:00:00","01/12/88 00:00:00",,1.2500000000000000e+03,7.5000000000000000e+00,,,
3.5300000000000000e+02,"A.","C1","SП",,"EF","315399","757520",,1987,"ВУ 456123",,"0247рон",,,,"01/15/88 00:00:00",,,"H,","(4",,,,,"I*","15/4-419","02/02/87 00:00:00","J2","28282880","12/16/87 00:00:00","2","01/05/87 00:00:00","01/15/88 00:00:00","07/13/93 00:00:00",1.2500000000000000e+03,7.5000000000000000e+00,,,
3.5400000000000000e+02,"A.","C1","SП",,"EF","б/н","147679",,1985,"ВП 877340",,"0244рон",,,,"11/10/85 00:00:00",,,"H,","(4",,,,,"I+","10/3-1550","07/10/85 00:00:00","J/","3/4779","01/01/85 00:00:00","2","01/05/85 00:00:00","11/10/85 00:00:00","07/21/92 00:00:00",1.2500000000000000e+03,7.5000000000000000e+00,,,
3.5500000000000000e+02,"A.","C1","SС",,"EF","529666","003942",,1989,"ВУ 973554",,"0292рох",,,,"12/15/89 00:00:00",,,"H,","(4",,,,,"I*","15/4-211","01/25/89 00:00:00","J2","28318085","11/15/89 00:00:00","2","01/05/89 00:00:00","12/15/89 00:00:00",,1.2500000000000000e+03,8.4000000000000004e+00,,"*(",
3.5600000000000000e+02,"A.","C1","SС",,"EF","299887","742483",,1987,"ВТ 887907",,"0245рон",,,,"11/11/87 00:00:00",,,"H,","(4",,,,,"I*","15/4-419","02/02/87 00:00:00","J2","28281638","11/06/87 00:00:00","2","01/05/87 00:00:00","11/11/87 00:00:00",,1.2500000000000000e+03,8.4000000000000004e+00,,,
3.5700000000000000e+02,"A.","C1","SС",,"EF","277544","713199",,1987,"ВТ 887693",,"0244рон",,,,"08/25/87 00:00:00",,,"H,","(4",,,,,"I*","15/4-419","02/02/87 00:00:00","J2","28279078","08/04/87 00:00:00","2","01/05/87 00:00:00","08/25/87 00:00:00",,1.2500000000000000e+03,8.4000000000000004e+00,,,
3.5800000000000000e+02,"A.","C1","SС",,"EF","326459","770381",,1988,"ВУ 457343",,"0874рон",,,"10/02/91 00:00:00","05/06/88 00:00:00",,,"H,","(4",,,,,"I*","15/4-5761","12/24/87 00:00:00","J2","28274667","02/28/88 00:00:00","2","01/05/88 00:00:00","05/06/88 00:00:00",,1.2500000000000000e+03,8.4000000000000004e+00,,,
3.5900000000000000e+02,"A.","C2","SТ",,"EF","б/н","860170",,1985,"ВП 882248",,"0241рон",,,,"03/27/86 00:00:00",,,,"(4",,,,,"I+","10/3-462","02/15/85 00:00:00","J2","79760047","01/01/86 00:00:00","2","01/05/86 00:00:00","03/27/86 00:00:00",,1.2500000000000000e+03,7.5000000000000000e+00,,,
3.6000000000000000e+02,"A.","C1","SЛ",,"EF","б/н","364735",,1984,,,"0024рду",,,,"07/02/84 00:00:00",,"G)",,"(4",,,,,"I+","1/1648","03/29/84 00:00:00","J2","779460","01/01/84 00:00:00","2","01/05/84 00:00:00","07/02/84 00:00:00","02/23/93 00:00:00",1.2500000000000000e+03,7.5000000000000000e+00,,,
3.6100000000000000e+02,"A.","C2","SУ",,"EF","114434","114364",,1978,"ВИ 776597",,"0124рою",,,,"04/20/78 00:00:00",,"G)","H8","(4",,,,,"I*","15/4-610","02/03/78 00:00:00","J2","79765404","01/01/78 00:00:00","2","03/17/78 00:00:00","04/20/78 00:00:00",,1.2500000000000000e+03,7.0000000000000000e+00,,,
